uid,label,chi,squarederr 
sim_48_48,0,513704.0384038114,52911515.95559258
sim_48_49,0,39889.11994453575,11767290.383638032
sim_48_50,0,238239.48193162118,71710084.06141786
sim_48_51,0,133553.05710318504,40199470.188058674
sim_48_52,0,83509.25045490614,25136284.386926748
sim_48_53,0,23790.66968654606,7160991.57565037
sim_48_54,0,776105.5127763015,76058340.25207755
sim_48_55,0,2.4498301994301968,191.08675555555524
sim_48_56,0,3.2541791517515857,305.892840264649
sim_48_57,0,944504.7871467692,93505973.92753017
sim_48_58,0,2739767.964738292,41096519.47107439
sim_48_59,0,2.685714285714284,188.0
sim_48_60,0,118117.42990654211,12638565.0
sim_48_61,0,736773.9913596017,97254166.85946742
sim_48_62,0,246.68907654556122,74253.41204021392
sim_48_63,0,2.3433362297252636,372.5904605263164
sim_48_64,0,73193.79991829509,22031333.77540685
sim_48_65,0,142244.86334915477,42815703.86809561
sim_48_66,0,51088.88417096583,15377754.135460712
sim_48_67,0,19337.973095456753,5124562.870296037
sim_48_68,0,1021615.0680574795,40864602.72229917
sim_48_69,0,59226.77109944133,4382781.061358658
sim_48_70,0,6.949212988862333,389.15592737629083
sim_48_71,0,430245.2711561855,129503826.6180117
sim_49_0,1,348311.241716337,62696023.508940645
sim_49_1,1,40071.11537079388,12061405.726608958
sim_49_2,1,217891.4398925653,65585323.40766216
sim_49_3,1,2600925.8862987924,148252775.51903114
sim_49_4,1,830717.2711634346,93040334.37030473
sim_49_5,1,181476.0,362952.0
sim_49_6,1,12434.311063672834,3742727.630165525
sim_49_7,1,319248.8214768397,94497651.15714453
sim_49_8,1,5159813.655754104,1553103910.381985
sim_49_9,1,469.9533757151938,48875.151074380185
sim_49_10,1,630.8975062115886,72553.21321433269
sim_49_11,1,296640.1471123303,89288684.28081127
sim_49_12,1,11273.311635430828,2209569.0805444415
sim_49_13,1,71060.70259937675,21389271.48241241
sim_49_14,1,107410.65711405265,32330607.791329864
sim_49_15,1,1034142.5549393455,156155525.7958413
sim_49_16,1,nan,nan
sim_49_17,1,2038.380565316413,419906.39645518106
sim_49_18,1,inf,inf
sim_49_19,1,75864.41884537645,22835190.072458327
sim_49_20,1,77852670.03031221,23433653679.123962
sim_49_21,1,9948211.96878789,2994411802.6051574
sim_49_22,1,5.16060337178354,118.69387755102143
sim_49_23,1,2200.4904794675354,662347.6343197281
sim_49_24,1,71207.22198994487,21433373.8189734
sim_49_25,1,32408.03470776905,7972376.538111191
sim_49_26,1,135163.62820512822,14057017.333333347
sim_49_27,1,175187.39999999997,2627811.0
sim_49_28,1,50.0,1800.0
sim_49_29,1,44850.15448109218,13499896.498808734
sim_49_30,1,656998.5189209305,56501872.6272
sim_49_31,1,29927.542615706992,2094927.9830994897
sim_49_32,1,3303845.3305236013,994457444.487603
sim_49_33,1,304224.46841936256,91571564.99422817
sim_49_34,1,381811.2255990137,31308520.499119107
sim_49_35,0,23954.68593945313,7210360.467775398
sim_49_36,0,1034826.8016528921,97273719.35537188
sim_49_37,0,6.493343664293561,1681.776009052033
sim_49_38,0,557511.6581728276,167811009.1100212
sim_49_39,0,751131.200925926,36054297.64444444
sim_49_40,0,2.405154445872599,175.57627454869987
sim_49_41,0,35113.45697178295,5302132.002739227
sim_49_42,0,195679.16454320983,9783958.22716049
sim_49_43,0,710586.3521428565,79585671.44000003
sim_49_44,0,529424.2388558672,137120877.86366975
sim_49_45,0,2.9959674684779074,353.52416128039306
sim_49_46,0,472602.38708045206,23157516.966942154
sim_49_47,0,198600.10655370593,16682408.950511301
sim_49_48,0,374210.88768256985,74842177.53651395
sim_49_49,0,2570.4818424955038,197927.1018721537
sim_49_50,0,102967.86558715106,21726219.638888884
sim_49_51,0,1097533.675477834,94387896.09109376
sim_49_52,0,345484.8980484615,103990954.31258692
sim_49_53,0,4168743.25,16674973.0
sim_49_54,0,9.201987251968713,671.745069393716
sim_49_55,0,1.823398015715985,357.3860110803329
sim_49_56,0,76723.19709183672,7672319.709183675
sim_49_57,0,1281698.154718627,33324152.022684302
sim_49_58,0,4250.2200598587115,1279316.2380174713
sim_49_59,0,287648.18795858294,60118471.28334385
sim_49_60,0,163781.14856896142,27679014.10815446
sim_49_61,0,120286.88842802259,36206353.41683476
sim_49_62,0,500655.2260885553,150697223.05265534
sim_49_63,0,85818.40779208348,25831340.745417107
sim_49_64,0,815138.5120000006,101892314.0
sim_49_65,0,25741.562231974793,7748210.231824412
sim_49_66,0,1047192.8024789165,112049629.86524414
sim_50_0,1,66559.50373475443,17039232.956097133
sim_50_1,1,8035.247092130064,2137375.726506597
sim_50_2,1,5101.561015921858,1535569.8657924784
sim_50_3,1,3133.9052202540365,564102.9396457264
sim_50_4,1,174124.67672537573,52411527.69433811
sim_50_5,1,20912.745376103085,1233851.9771900831
sim_50_6,1,125571.46927854052,37797012.25284074
sim_50_7,1,1275898.5020732651,154383718.75086507
sim_50_8,1,27568.77494237479,6616505.986169955
sim_50_9,1,144.8780487804878,5940.0
sim_50_10,1,13667.814345539484,1804151.4936112121
sim_50_11,1,8585.311286968883,2111986.5765943457
sim_50_12,1,2415392.960714249,183569865.0142829
sim_50_13,1,28077.140657714008,7047362.305086218
sim_50_14,1,138765.53562886806,18594581.774268318
sim_50_15,1,60713.33248665886,18274713.07848429
sim_50_16,1,202519.322529033,60958316.08123894
sim_50_17,1,8320.563970635607,807094.705151654
sim_50_18,1,1515688.5066297064,456222240.4955417
sim_50_19,1,8176.483717235647,1717061.580619485
sim_50_20,1,408869.38432989415,85453701.32494786
sim_50_21,1,11210.253440195998,2623199.3050058614
sim_50_22,1,354483.8715080807,106699645.32393226
sim_50_23,1,19351.7545681063,5824878.125
sim_50_24,1,36541258.94019933,10998918941.000006
sim_50_25,1,30164.562522684308,9079533.319327978
sim_50_26,1,478624.76727944147,81844835.20478442
sim_50_27,1,171862.586985739,51730638.682707384
sim_50_28,1,1558921.1698113205,82622822.0
sim_50_29,1,1208095.3118411049,55572384.34469083
sim_50_30,1,201072.5740887875,19705112.260701172
sim_50_31,1,123.7198250523196,8536.667928610059
sim_50_32,1,3263318.8451704555,143586029.1875
sim_50_33,1,3784.9190221009007,287653.84567966836
sim_50_34,0,440849.6130018988,132695733.51357172
sim_50_35,0,5.20545328719723,416.4362629757788
sim_50_36,0,597303.6787148612,148728616.0
sim_50_37,0,168402.21449999764,23071103.386499684
sim_50_38,0,722000.0357142865,121296006.0
sim_50_39,0,462560.62417428853,139230747.87646094
sim_50_40,0,271698.1269165347,81781136.20187695
sim_50_41,0,402161.870110173,121050722.90316215
sim_50_42,0,9.349257590001645,1000.3705621301762
sim_50_43,0,17127.96978758873,5155518.906064212
sim_50_44,0,437081.30771877005,131561473.62334989
sim_50_45,0,449246.60964064277,86704595.66064402
sim_50_46,0,748452.2575677754,133224501.84706405
sim_50_47,0,195160.25701615473,58743237.36186266
sim_50_48,0,600584.1148704464,46845560.95989482
sim_50_49,0,2199.6319134890355,662089.2059601997
sim_50_50,0,285881.1993264335,86050240.99725652
sim_50_51,0,37399.903450719845,11257370.938666668
sim_50_52,0,842706.4318359036,100282065.38847259
sim_50_53,0,807265.7202079182,163067675.48199964
sim_50_54,0,143208.60978239076,39668784.9097222
sim_50_55,0,235206.2182280319,3998505.709876543
sim_50_56,0,346713.46813578194,104360753.90887043
sim_50_57,0,5963.836710283696,1425356.9737578044
sim_50_58,0,398874.4536430802,63819912.58289283
sim_50_59,0,434970.49352021224,130926118.54958373
sim_50_60,0,358221.31666344055,107824616.31569554
sim_50_61,0,822154.1981746459,108524354.15905327
sim_50_62,0,2.7714529101417296,457.2897301733852
sim_50_63,0,15952.8540287536,4801809.062654832
sim_50_64,0,646457.9211371669,171957807.0224863
sim_50_65,0,40384.68498713655,12155790.1811281
sim_50_66,0,25513.860701234098,7679672.071071469
sim_50_67,0,1065111.8871513105,110771636.26373628
sim_50_68,0,24.101381783044303,6748.386899252401
sim_50_69,0,283087.71508093167,73885893.63612314
sim_50_70,0,573922.5632538439,152089479.2622687
sim_51_0,1,11483.85262299866,1676642.4829578032
sim_51_1,1,1170.301424420899,286723.8489831202
sim_51_2,1,32966302.89340491,7054788819.188649
sim_51_3,1,5795576.8675799025,1269231334.0
sim_51_4,1,282452.8495759782,85018307.7223695
sim_51_5,1,351172.1263162929,78311384.16853335
sim_51_6,1,243233.05226968258,64213525.79919626
sim_51_7,1,54665.60224913336,16345015.072490862
sim_51_8,1,34224.32463629534,2498375.698449559
sim_51_9,1,115643995.76257108,34808842724.53385
sim_51_10,1,182229.6449038919,54851123.116071455
sim_51_11,1,2593.7702410976153,780724.8425703825
sim_51_12,1,346503618.31067944,35689872686.0
sim_51_13,1,36429.45238095239,765018.5
sim_51_14,1,62074.82305399406,4965985.844319527
sim_51_15,1,40536.604801696485,4742782.761798491
sim_51_16,1,810.2581864370032,154759.3136094675
sim_51_17,1,228653.30238423662,68824644.0176552
sim_51_18,1,1132321.7808998814,340828856.05086404
sim_51_19,1,1091147.620209503,161489847.7910065
sim_51_20,1,6387.536838156066,1922648.5882849752
sim_51_21,1,13060.22837519362,2585925.218288338
sim_51_22,1,106303.96883876529,20304058.04820415
sim_51_23,1,1159244.2940848477,96217276.40904236
sim_51_24,1,29853.990368707047,8986051.10098082
sim_51_25,1,10825481.592252603,3247644477.6757812
sim_51_26,1,983579.0413599389,241960444.17454523
sim_51_27,1,1036.998497370398,34220.95041322314
sim_51_28,1,5383136.55080625,296072510.2943438
sim_51_29,1,5.142857142857143,36.0
sim_51_30,1,133144.15938421118,11982974.344579011
sim_51_31,0,251425.31403392387,75679019.5242111
sim_51_32,0,171890.15545038838,51738936.79056698
sim_51_33,0,364246.880522283,109638311.03720722
sim_51_34,0,897980.7869114876,52980866.427777775
sim_51_35,0,630994.8861852434,8202933.520408163
sim_51_36,0,611106.0384894699,10388802.654320989
sim_51_37,0,706218.97665,146893547.14319992
sim_51_38,0,25459.821963880288,4862825.995101132
sim_51_39,0,18608.477557099886,5601151.744687065
sim_51_40,0,204347.13847162185,54560685.97192303
sim_51_41,0,15.363981766842857,3687.355624042288
sim_51_42,0,329062.6196331837,79304091.33159721
sim_51_43,0,781722.839938407,150090785.2681741
sim_51_44,0,112248.83757905461,11786127.945800735
sim_51_45,0,679698.2371570251,84962279.64462811
sim_51_46,0,126062.79537270508,9580772.448325587
sim_51_47,0,124432.6285714287,8710284.0
sim_51_48,0,246210.44343093905,74109343.47271268
sim_51_49,0,91578.0359289072,4487323.760516452
sim_51_50,0,4177936.0,8355872.0
sim_51_51,0,516056.12424762116,155332893.39853406
sim_51_52,0,10.99855999440774,604.9207996924257
sim_51_53,0,832609.6460459187,33304385.841836736
sim_51_54,0,539987.675125966,162536290.2129158
sim_51_55,0,653314.9559927112,142422660.40641105
sim_51_56,0,7.354817219154995,1426.8345405160687
sim_51_57,0,26863.70537082732,8085975.31661902
sim_51_58,0,43015.686107273745,12947721.51828941
sim_52_0,1,91.9493827160494,919.4938271604941
sim_52_1,1,6011.68548343825,1809517.3305149134
sim_52_2,1,2249223.615487091,294648293.62880886
sim_52_3,1,3064583.618617153,429041706.6064015
sim_52_4,1,5225.83142134615,371034.0309155766
sim_52_5,1,56067529.96017653,4317199806.933594
sim_52_6,1,979.8849703832024,290045.9512334278
sim_52_7,1,33448877.0,133795508.0
sim_52_8,1,1138266.394780042,340341652.03923255
sim_52_9,1,1173620.237433408,353259691.46745574
sim_52_10,1,14375332.498000002,287506649.96
sim_52_11,1,160523069.1759259,4334122867.75
sim_52_12,1,69021.58375367547,17807568.608448267
sim_52_13,1,40915.484000392054,12315560.684117988
sim_52_14,1,81737236.48754793,21333418723.25
sim_52_15,1,42988.49429249441,12939536.782040808
sim_52_16,1,400726.3156592909,120618621.01344654
sim_52_17,1,107410.56507985837,32330580.08903738
sim_52_18,1,73058.65230964033,6575278.707867632
sim_52_19,1,73939.8397787348,14935847.63530442
sim_52_20,1,53143.95153846155,6217842.330000001
sim_52_21,1,505240.5857575367,52545020.91878379
sim_52_22,1,917167.4009555783,18343348.019111566
sim_52_23,1,6394.818054833872,1924840.2345049952
sim_52_24,1,153.46815003178634,9975.429752066111
sim_52_25,1,94826.84057314019,28542879.012515195
sim_52_26,1,20047460.324473977,6034285557.666658
sim_52_27,1,119600.90653460685,21767364.989298437
sim_52_28,1,nan,nan
sim_52_29,1,1074552.4903592928,128946298.84311518
sim_52_30,1,766104.3105530837,139430984.5206612
sim_52_31,1,219191.0973639456,13809039.133928567
sim_52_32,0,773723.1452311839,118379641.22037108
sim_52_33,0,845495.7017732665,96386510.00215243
sim_52_34,0,2.6842431414489782,222.79218074026525
sim_52_35,0,233039.22842105263,8855490.679999998
sim_52_36,0,538671.0854236239,140054482.21014223
sim_52_37,0,381553.7379041556,114847675.10915077
sim_52_38,0,57927.884780715685,17436293.318995442
sim_52_39,0,72313.92264926947,21766490.717430115
sim_52_40,0,35108.88793679244,10567775.268974537
sim_52_41,0,333609.8826875,30024889.44187501
sim_52_42,0,394348.54100542003,118698910.84263149
sim_52_43,0,64162.012549925974,19312765.777527705
sim_52_44,0,915.9075630252091,108993.0
sim_52_45,0,116348.49579667991,35020897.23480064
sim_52_46,0,935253.3980639727,102877873.78703701
sim_52_47,0,59374.34426997725,17871677.62526316
sim_52_48,0,28.659361219278523,3954.991848260434
sim_52_49,0,13892.512927704023,4181646.391238913
sim_52_50,0,329064.3008936813,99048354.56899816
sim_52_51,0,527031.2209736534,72203277.27339052
sim_52_52,0,606073.2863623878,103032458.68160589
sim_52_53,0,178117.46003455145,53613355.47039996
sim_52_54,0,25117.524055855007,7560374.740812362
sim_52_55,0,431447.25360197574,87583792.48120117
sim_52_56,0,2584.8179730117695,778030.2098765438
sim_52_57,0,758447.5192407765,52332878.82761358
sim_52_58,0,230693.56216300314,69438762.211064
sim_52_59,0,253696.34438212984,76362599.6590212
sim_52_60,0,996907.5436507938,13956705.611111114
sim_52_61,0,298500.90626637713,11044533.531855956
sim_52_62,0,659922.6385831946,182138648.24896187
sim_52_63,0,8186.355481727573,2464093.0
sim_53_0,1,17633.044842725387,3685306.3721296005
sim_53_1,1,9037.010062696056,957923.0666457828
sim_53_2,1,1544.5862858174726,171449.07772573942
sim_53_3,1,444143.6057154714,111480045.03458329
sim_53_4,1,10748393.844600292,3235266547.22469
sim_53_5,1,5251559.8041804945,898016726.5148647
sim_53_6,1,2438.9890109890107,221948.0
sim_53_7,1,329741.8386927844,89360038.28574453
sim_53_8,1,1134110.5432339176,171250692.0283215
sim_53_9,1,1224818.9771133263,368670512.111111
sim_53_10,1,895.7572734441986,94950.27098508498
sim_53_11,1,4985.75729327781,373931.79699583584
sim_53_12,1,22213.400304515933,5397856.273997372
sim_53_13,1,2707386383.3396854,603747163484.75
sim_53_14,1,371153.53453144344,111717213.89396447
sim_53_15,1,3450.7217068645664,37957.938775510236
sim_53_16,1,248643.63647532614,52961094.569244444
sim_53_17,1,102145.7614885761,15628301.507752152
sim_53_18,1,49232.58730317334,14819008.778255168
sim_53_19,1,12956.518772387419,3899912.150488609
sim_53_20,1,30.802977015599236,954.892287483576
sim_53_21,1,2258665.3912223736,408818435.81124926
sim_53_22,1,11339.213391369618,3413103.2308022515
sim_53_23,1,18669.920853452753,4331421.638001042
sim_53_24,1,866.3724848131973,198399.29902222223
sim_53_25,1,357916.4824070569,107732861.20452413
sim_53_26,1,223213.79385974133,52678455.35089895
sim_53_27,1,6429739.033831625,475800688.50354004
sim_53_28,1,58390.48057268647,12729124.764845647
sim_53_29,1,4742636.78191543,1427533671.3565435
sim_53_30,0,7.0316757338875915,991.4662784781507
sim_53_31,0,7.374695900170419,1084.0802973250516
sim_53_32,0,1.5396666666666683,92.38000000000007
sim_53_33,0,76072.578125,304290.3125
sim_53_34,0,808999.6608705361,118113950.48709822
sim_53_35,0,623428.6731618468,148376024.21251968
sim_53_36,0,2.2467093346214306,193.21700277744304
sim_53_37,0,307811.749363014,54482679.637253486
sim_53_38,0,282130.55206855614,84921296.17263548
sim_53_39,0,42801.04266528127,12883113.842249654
sim_53_40,0,642401.5118654779,120129082.7188444
sim_53_41,0,247323.2253702009,74444290.83643042
sim_53_42,0,42682.06557377048,7810818.0
sim_53_43,0,738372.4734693875,14767449.469387751
sim_53_44,0,43034.75805500897,7660186.933791596
sim_53_45,0,2573.4516548192328,229037.19727891157
sim_53_46,0,35518.642573607474,8666548.78796022
sim_53_47,0,554986.5529084284,135971705.462565
sim_53_48,0,644350.4285714285,4510453.0
sim_53_49,0,237306.8549263158,18035320.97440001
sim_53_50,0,152326.0473185248,15232604.73185248
sim_53_51,0,51338.29088186447,15452825.555441214
sim_53_52,0,4.87325217391304,224.16959999999983
sim_53_53,0,373425.8814498702,112401190.31641074
sim_53_54,0,811105.3109555489,80299425.78459935
sim_53_55,0,96512.82561589454,13704821.237457026
sim_53_56,0,253395.63867408622,76272087.24089995
sim_53_57,0,9.905325443786973,752.8047337278098
sim_53_58,0,15715.304680162815,4730306.708729004
sim_53_59,0,426290.9966027424,128313589.97742546
sim_53_60,0,130683.08898369844,39335609.784093186
sim_53_61,0,278.78527404952854,83914.36748890801
sim_54_0,1,1147664.0977777776,13771969.173333332
sim_54_1,1,2623.744444444444,73464.84444444442
sim_54_2,1,379225.0003098167,114146725.09325475
sim_54_3,1,4366165.280776574,934359370.0861863
sim_54_4,1,47757.45730142212,5444350.1323621245
sim_54_5,1,897816.7140392291,270242830.9258081
sim_54_6,1,1034039.4223957992,245067343.1078042
sim_54_7,1,18166.111060819865,1289793.8853182103
sim_54_8,1,77821.1291778586,20933883.748843968
sim_54_9,1,17926.986371957435,5396022.897959185
sim_54_10,1,23925.429166666658,1914034.3333333328
sim_54_11,1,248875.63720221946,74911566.79786807
sim_54_12,1,5637586.0210072,783624456.92
sim_54_13,1,39253.421761649,11815279.950256348
sim_54_14,1,1903.7605901554475,573031.9376367901
sim_54_15,1,1062.971236927101,194523.73635765933
sim_54_16,1,512.0695813037051,77322.50677685955
sim_54_17,1,inf,inf
sim_54_18,1,10564.355339965989,866277.1378772111
sim_54_19,1,2786017.330318267,543273379.4120619
sim_54_20,1,372.00378194587466,94488.96061425208
sim_54_21,1,3572443.552507389,1011001525.3595921
sim_54_22,1,90448.07155969711,27224869.53946885
sim_54_23,1,2083001.2888888887,93735058.0
sim_54_24,1,630778.4197320512,72539518.2691859
sim_54_25,1,7241.4662501735365,108621.99375260304
sim_54_26,1,41062027572.5977,3572396398816.0
sim_54_27,1,290697.1063573862,77325430.29106477
sim_54_28,1,130932.05477315691,5237282.190926277
sim_54_29,1,29062652.962699257,8747858541.772478
sim_54_30,1,1919.8860885508882,577885.7126538176
sim_54_31,1,888424.2583705357,6218969.80859375
sim_54_32,1,8930.29440412228,375072.36497313605
sim_54_33,1,15471243.184777778,696205943.3150002
sim_54_34,1,69522099.49253143,20578541449.789318
sim_54_35,1,883.8727670307029,99877.62267446936
sim_54_36,1,60977.83541853206,18354328.46097814
sim_54_37,0,2.4,24.0
sim_54_38,0,704659.7596737891,60600739.33194589
sim_54_39,0,4.6009423864199634,1062.8176912630129
sim_54_40,0,813251.2558335536,59367341.675849415
sim_54_41,0,245680.84634479898,73949934.74978453
sim_54_42,0,919994.2391631868,80039498.80719723
sim_54_43,0,nan,nan
sim_54_44,0,436724.50652436464,43235726.14591207
sim_54_45,0,6.999044130472722,727.9005895691628
sim_54_46,0,182482.90063545923,30657127.306757137
sim_54_47,0,738685.2159386837,48753224.251953125
sim_54_48,0,283563.8287523825,85352712.45446719
sim_54_49,0,727953.0716454155,44405137.37037036
sim_54_50,0,909457.8186305631,101859275.68662311
sim_54_51,0,127423.71245415286,38354537.448700026
sim_54_52,0,27056.527849983533,8144014.882845048
sim_54_53,0,500409.3238160858,150623206.46864176
sim_54_54,0,49752.6946792771,14975561.098462418
sim_54_55,0,736207.5040859898,34601752.69204152
sim_54_56,0,1161145.1516000002,32512064.244800013
sim_54_57,0,893350.0644467479,126855709.15143813
sim_54_58,0,661699.3540052619,126384576.61500508
sim_54_59,0,482118.10500483075,55443582.07555555
sim_54_60,0,590455.6484329829,54912375.30426741
sim_54_61,0,11822.005657019057,3558423.702762738
sim_54_62,0,845004.1375008196,113230554.42510986
sim_54_63,0,140490.18128958537,42287544.568165205
sim_54_64,0,421702.9177100972,126932578.23073928
sim_55_0,1,3717.7778022966268,1119051.1184912848
sim_55_1,1,136391.10840280345,41053723.629243836
sim_55_2,1,235419.7467356378,49438146.81448398
sim_55_3,1,125930.3964254097,37905049.324048325
sim_55_4,1,13580.567622130262,1670409.8175220229
sim_55_5,1,3430618.70342586,586635798.2858227
sim_55_6,1,9418.207984941426,2816044.1874974864
sim_55_7,1,inf,inf
sim_55_8,1,1316382.4480725403,396231116.86983484
sim_55_9,1,64829624.02219058,19513716830.679367
sim_55_10,1,43338.554036544854,13044904.764999993
sim_55_11,1,688.1428299131713,91522.99637845176
sim_55_12,1,729637.590462479,219620914.7292061
sim_55_13,1,176765.36059955272,44368105.51048775
sim_55_14,1,25410237.16248933,7445199488.60937
sim_55_15,1,1304.6869794694774,392710.78082031244
sim_55_16,1,27027.722222222215,378388.11111111107
sim_55_17,1,1850.9415294924552,33316.94753086419
sim_55_18,1,28669.831445598196,4042446.233829345
sim_55_19,1,2533598.545454546,55739168.0
sim_55_20,1,1005.607532392815,123689.7264843162
sim_55_21,1,84847.99072588833,21975629.598005075
sim_55_22,1,2448.3469790431413,550878.0702847061
sim_55_23,1,520315.4473547267,31739242.288638312
sim_55_24,1,287079.35857229965,38755713.40726047
sim_55_25,1,27796.187674707922,7504970.672171133
sim_55_26,1,1235139.4629750657,229735940.1133623
sim_55_27,1,321739.07891778083,48582600.9165849
sim_55_28,1,24604.42712180709,2189794.0138408304
sim_55_29,1,335228.7001993354,100903838.75999993
sim_55_30,1,7391.5605338002215,2224859.720673864
sim_55_31,1,2367736.162891442,374102313.7368478
sim_55_32,1,3921.3705435581332,396058.4248993715
sim_55_33,1,1941276.7494152496,102887667.71900827
sim_55_34,1,1916.3191118147604,220376.6978586974
sim_55_35,1,3767127.4688892257,433219658.9222607
sim_55_36,1,10523494.248265415,3167571768.727892
sim_55_37,0,125.04068352994916,37637.24574251466
sim_55_38,0,119265.97643883358,25880716.887226876
sim_55_39,0,1910.1544014920776,574956.4748491154
sim_55_40,0,34646.3589791581,3637867.6928115985
sim_55_41,0,7.789310189592918,1923.95961682945
sim_55_42,0,942256.434829681,84803079.1346713
sim_55_43,0,12461.75195306373,3750987.337872186
sim_55_44,0,443985.51232733566,133639639.210528
sim_55_45,0,282595.1667684069,85061145.19729048
sim_55_46,0,727997.6036414015,162343465.61203256
sim_55_47,0,126192.96857536209,37984083.54118396
sim_55_48,0,3.8023523223415863,391.64228920118336
sim_55_49,0,205679.23461200387,61909449.61821318
sim_55_50,0,704292.105780098,85219344.79939193
sim_55_51,0,118033.46697701854,9560710.825138507
sim_55_52,0,983447.8659423972,65891007.01814063
sim_55_53,0,120888.85953818174,36387546.72099274
sim_55_54,0,723785.4267015134,125214878.81936184
sim_55_55,0,12.167040762886682,2457.74223410311
sim_55_56,0,37301.664424545415,11227800.991788179
sim_55_57,0,667790.3070836287,126212368.03880575
sim_55_58,0,149713.8608829763,45063872.12577588
sim_55_59,0,8.745401329812617,1932.7336938885892
sim_55_60,0,28151.24967379437,2871427.466727025
sim_55_61,0,961439.5543170801,41341900.835634455
sim_55_62,0,369471.2458471765,111210845.0
sim_55_63,0,179662.48305548343,54078407.399700455
sim_55_64,0,0.7509448223734085,13.51700680272135
sim_55_65,0,474781.0465116291,142909095.0
sim_55_66,0,59257.206403407436,17836419.12742564
sim_55_67,0,1801.3741567210238,479165.5256877921
sim_55_68,0,5.407679647610804,1059.9052109317186
sim_56_0,1,377929212.8,1889646064.0
sim_56_1,1,19530537.096750777,5878691666.121987
sim_56_2,1,160906.80388906083,31537733.5622559
sim_56_3,1,51.233079999999866,1024.6615999999974
sim_56_4,1,1849168.1036521187,556599599.1992882
sim_56_5,1,104.5792681525735,8889.23779296875
sim_56_6,1,80771.51779124081,24312226.8551635
sim_56_7,1,10172.51879971458,2909340.3767183665
sim_56_8,1,3902.1473745098333,1057481.938492165
sim_56_9,1,321907.927477385,67278756.84277344
sim_56_10,1,6380.118257752651,1920415.5955835478
sim_56_11,1,863187.8597185743,60423150.18030021
sim_56_12,1,42380878.06556681,12756644297.735613
sim_56_13,1,16903.949717278203,5088088.8649007315
sim_56_14,1,5810881.79690659,1597992494.1493113
sim_56_15,1,2105.681299172594,210568.12991725942
sim_56_16,1,280411280.9928571,9814394834.75
sim_56_17,1,356.6268323238799,22110.863604080565
sim_56_18,1,954412.5504265546,287278177.67839307
sim_56_19,1,18324.484621838776,5515669.8711734675
sim_56_20,1,2086985.5367653794,348526584.63981843
sim_56_21,1,63989.594865706866,13821752.490992686
sim_56_22,1,868776508.2765963,163329983555.9999
sim_56_23,1,150300987.0,1653310857.0
sim_56_24,1,651112.683618517,195333805.08555514
sim_56_25,1,234960062.8,1174800314.0
sim_56_26,1,174035.12000000005,2436491.68
sim_56_27,1,806938.9818256942,97639616.80090897
sim_56_28,1,4643.202931905004,1397604.0825034073
sim_56_29,1,19772.29800343974,5022163.692873692
sim_56_30,1,3336.9820523954263,470514.46938775503
sim_56_31,1,4653.457182511262,1400690.6119358905
sim_56_32,0,491202.50807325006,147851954.9300482
sim_56_33,0,43785.813616071435,613001.390625
sim_56_34,0,407737.56912255735,122729008.30588971
sim_56_35,0,1885.8598185863889,507296.2911997388
sim_56_36,0,380576.3461482735,55944722.88379619
sim_56_37,0,235447.82757471834,70869796.09999017
sim_56_38,0,4.617434419116908,383.24705678670335
sim_56_39,0,340829.76890483935,102589760.44035666
sim_56_40,0,231604.98119648366,69713099.34014153
sim_56_41,0,4342.876390590264,660117.2113697206
sim_56_42,0,320593.1211129032,79507094.03599998
sim_56_43,0,624480.4045222295,144254973.44463488
sim_56_44,0,232164.59513888895,14858534.088888893
sim_56_45,0,794276.4319454595,90547513.24178231
sim_56_46,0,243497.6851515268,29706717.588486277
sim_56_47,0,150260.43590441352,45228391.207228445
sim_56_48,0,10705.223731848573,2879705.183867268
sim_56_49,0,48699.27498484316,12613112.221074386
sim_56_50,0,38435.28362666903,11492149.804374034
sim_56_51,0,1014524.0588235294,17246909.0
sim_56_52,0,223785.7625266085,18574218.289708506
sim_56_53,0,610419.1918732288,157488151.50329295
sim_56_54,0,109898.8095479026,33079541.67391868
sim_56_55,0,3107.025173649539,935214.5772685114
sim_56_56,0,820821.0333224031,70590608.86572662
sim_56_57,0,27335.252959110134,6095761.409881558
sim_56_58,0,21.170756220476925,5102.152249134938
sim_56_59,0,52.18047525243194,15706.32305098201
sim_56_60,0,716046.8063865546,85209569.96000001
sim_56_61,0,538569.0132401313,81862490.0125
sim_56_62,0,243157.146484375,1945257.171875
sim_56_63,0,38279.73129435985,11522199.119602308
sim_56_64,0,144543.9607364817,43507732.181680955
sim_57_0,1,1056.8272727272727,116251.0
sim_57_1,1,10132.532461355526,101325.32461355526
sim_57_2,1,1382328.8477081463,87086717.40561323
sim_57_3,1,326.43572874493935,8487.32894736842
sim_57_4,1,1276.9649706521604,370319.84148912656
sim_57_5,1,113051719.82257658,34028567666.595535
sim_57_6,1,1071341.6208028004,268906746.821503
sim_57_7,1,884297.4114180903,235223111.43721202
sim_57_8,1,270604.11717748776,72792507.52074416
sim_57_9,1,15327.447499227024,3387365.8973291735
sim_57_10,1,2027284.3284300629,295983511.95078915
sim_57_11,1,33708.791369955245,6168708.820701811
sim_57_12,1,1664.9589251997088,254738.71555555554
sim_57_13,1,42763451.62603822,12871798939.4375
sim_57_14,1,120.55261969607218,8559.235998421127
sim_57_15,1,113341.21886036606,8387250.19566709
sim_57_16,1,809.0903853962707,77672.67699804199
